pathway	individual label	individual uri	inferred_type
Alpha-oxidation_of_phytanate	Alpha-oxidation of phytanate	<http://model.geneontology.org/1915829724>	<http://purl.obolibrary.org/obo/GO_0016999>
Alpha-oxidation_of_phytanate	Alpha-oxidation of phytanate	<http://model.geneontology.org/1915829724>	<http://purl.obolibrary.org/obo/GO_0046034>
Alpha-oxidation_of_phytanate	Alpha-oxidation of phytanate	<http://model.geneontology.org/1915829724>	<http://purl.obolibrary.org/obo/GO_0015936>
Alpha-oxidation_of_phytanate	Alpha-oxidation of phytanate	<http://model.geneontology.org/1915829724>	<http://purl.obolibrary.org/obo/GO_0046033>
Alpha-oxidation_of_phytanate	Alpha-oxidation of phytanate	<http://model.geneontology.org/1915829724>	<http://purl.obolibrary.org/obo/GO_0006734>
Alpha-oxidation_of_phytanate	Alpha-oxidation of phytanate	<http://model.geneontology.org/1915829724>	<http://purl.obolibrary.org/obo/GO_1903512>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1887186918>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-2098537831>	<http://purl.obolibrary.org/obo/GO_0006082>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-2098537831>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1675836005>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1675836005>	<http://purl.obolibrary.org/obo/GO_0046498>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1464485092>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1464485092>	<http://purl.obolibrary.org/obo/GO_0046498>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-830432353>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-830432353>	<http://purl.obolibrary.org/obo/GO_0046498>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/1985078552>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/1985078552>	<http://purl.obolibrary.org/obo/GO_0046498>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1041783266>	<http://purl.obolibrary.org/obo/GO_0006103>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1041783266>	<http://purl.obolibrary.org/obo/GO_0072592>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1253134179>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)		<http://model.geneontology.org/-1253134179>	<http://purl.obolibrary.org/obo/GO_0046498>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)	Synthesis of wybutosine at G37 of tRNA(Phe)	<http://model.geneontology.org/1915854673>	<http://purl.obolibrary.org/obo/GO_0006103>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)	Synthesis of wybutosine at G37 of tRNA(Phe)	<http://model.geneontology.org/1915854673>	<http://purl.obolibrary.org/obo/GO_0072592>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)	Synthesis of wybutosine at G37 of tRNA(Phe)	<http://model.geneontology.org/1915854673>	<http://purl.obolibrary.org/obo/GO_0046500>
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)	Synthesis of wybutosine at G37 of tRNA(Phe)	<http://model.geneontology.org/1915854673>	<http://purl.obolibrary.org/obo/GO_0046498>
Vitamin_C_(ascorbate)_metabolism	2xGSTOs	<http://model.geneontology.org/235590251>	<http://purl.obolibrary.org/obo/GO_1902494>
Vitamin_C_(ascorbate)_metabolism	GLUT1,3	<http://model.geneontology.org/292225357>	<http://purl.obolibrary.org/obo/GO_1902495>
Vitamin_C_(ascorbate)_metabolism	SVCT1/2	<http://model.geneontology.org/-335209288>	<http://purl.obolibrary.org/obo/GO_1902495>
Vitamin_C_(ascorbate)_metabolism	Vitamin C (ascorbate) metabolism	<http://model.geneontology.org/1915830776>	<http://purl.obolibrary.org/obo/GO_0006749>
Vitamin_C_(ascorbate)_metabolism	Vitamin C (ascorbate) metabolism	<http://model.geneontology.org/1915830776>	<http://purl.obolibrary.org/obo/GO_0006734>
Tolerance_by_Mtb_to_nitric_oxide_produced_by_macrophages	MsrA/B	<http://model.geneontology.org/-1955525358>	<http://purl.obolibrary.org/obo/GO_1902494>
Tolerance_by_Mtb_to_nitric_oxide_produced_by_macrophages	TrxA/B1	<http://model.geneontology.org/-1838165282>	<http://purl.obolibrary.org/obo/GO_1902494>
Tolerance_by_Mtb_to_nitric_oxide_produced_by_macrophages	MsrA/B reduces peptide-methionine S/R-sulfoxides	<http://model.geneontology.org/-982902973>	<http://purl.obolibrary.org/obo/GO_0004857>
Tolerance_by_Mtb_to_nitric_oxide_produced_by_macrophages	Oligopeptide importer	<http://model.geneontology.org/-1642297783>	<http://purl.obolibrary.org/obo/GO_1902495>
Toxicity_of_botulinum_toxin_type_F_(BoNT-F)	BoNT/F:SV2:GT1b	<http://model.geneontology.org/-1235215985>	<http://purl.obolibrary.org/obo/GO_1902495>
Toxicity_of_botulinum_toxin_type_F_(BoNT-F)	BoNT/F:SV2:GT1b	<http://model.geneontology.org/-1499040265>	<http://purl.obolibrary.org/obo/GO_1902495>
IRAK2_mediated_activation_of_TAK1_complex	Activated TAK complexes	<http://model.geneontology.org/619839923>	<http://purl.obolibrary.org/obo/GO_1902554>
IRAK2_mediated_activation_of_TAK1_complex	p-IRAK2:oligo-TRAF6	<http://model.geneontology.org/-704337545>	<http://purl.obolibrary.org/obo/GO_1990234>
IRAK2_mediated_activation_of_TAK1_complex	p-IRAK2:oligo-TRAF6	<http://model.geneontology.org/1398150671>	<http://purl.obolibrary.org/obo/GO_1990234>
IRAK2_mediated_activation_of_TAK1_complex	Activated TAK complexes	<http://model.geneontology.org/-1878176014>	<http://purl.obolibrary.org/obo/GO_1902554>
IRAK2_mediated_activation_of_TAK1_complex	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63 pUb:TAK1 complex	<http://model.geneontology.org/-756177182>	<http://purl.obolibrary.org/obo/GO_1902554>
IRAK2_mediated_activation_of_TAK1_complex	p-IRAK2:K63-linked pUb oligo-TRAF6:free K63 pUb:TAK1 complex	<http://model.geneontology.org/-1743142012>	<http://purl.obolibrary.org/obo/GO_1902554>
IRAK2_mediated_activation_of_TAK1_complex	Activated TAK complexes	<http://model.geneontology.org/-782289233>	<http://purl.obolibrary.org/obo/GO_1902554>
IRAK2_mediated_activation_of_TAK1_complex	p-IRAK2:K63-linked pUb oligo-TRAF6	<http://model.geneontology.org/44810735>	<http://purl.obolibrary.org/obo/GO_1990234>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046398>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046031>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046034>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046085>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046033>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046102>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046048>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0006734>
Abacavir_metabolism	Abacavir metabolism	<http://model.geneontology.org/1915831736>	<http://purl.obolibrary.org/obo/GO_0046040>
Calmodulin_induced_events	active PKC (alpha, gamma, delta)	<http://model.geneontology.org/1098119920>	<http://purl.obolibrary.org/obo/GO_1902911>
G2_Phase	CCNA:p-T160-CDK2:E2F1/E2F3	<http://model.geneontology.org/-2141701275>	<http://purl.obolibrary.org/obo/GO_0000307>
G2_Phase	CCNA:p-T160-CDK2:E2F1/E2F3	<http://model.geneontology.org/2034894433>	<http://purl.obolibrary.org/obo/GO_0000307>
DAP12_interactions	FYN,LCK	<http://model.geneontology.org/-813562817>	<http://purl.obolibrary.org/obo/GO_1902911>
Thromboxane_signalling_through_TP_receptor	G-protein alpha (q/11): GTP	<http://model.geneontology.org/1405705333>	<http://purl.obolibrary.org/obo/GO_1905360>
Thromboxane_signalling_through_TP_receptor	TP receptor:Thromboxane A2:G-protein Gq (inactive)	<http://model.geneontology.org/-235460253>	<http://purl.obolibrary.org/obo/GO_0032045>
Thromboxane_signalling_through_TP_receptor	G13 activation by TP receptor	<http://model.geneontology.org/-410889083>	<http://purl.obolibrary.org/obo/GO_0005525>
Thromboxane_signalling_through_TP_receptor	Gq activation by TP receptor	<http://model.geneontology.org/-410889105>	<http://purl.obolibrary.org/obo/GO_0005525>
Thromboxane_signalling_through_TP_receptor	TP receptor:Thromboxane A2:G-protein Gq (inactive)	<http://model.geneontology.org/684894627>	<http://purl.obolibrary.org/obo/GO_0032045>
Thromboxane_signalling_through_TP_receptor	TP receptor:Thromboxane A2:G-protein G13 (inactive)	<http://model.geneontology.org/673722618>	<http://purl.obolibrary.org/obo/GO_0032045>
Thromboxane_signalling_through_TP_receptor	G-protein alpha (12/13):GTP	<http://model.geneontology.org/-1375427696>	<http://purl.obolibrary.org/obo/GO_1905360>
Thromboxane_signalling_through_TP_receptor	TP receptor:Thromboxane A2:G-protein G13 (inactive)	<http://model.geneontology.org/1348609964>	<http://purl.obolibrary.org/obo/GO_0032045>
Thromboxane_signalling_through_TP_receptor	G-protein alpha (q/11): GTP	<http://model.geneontology.org/1075810769>	<http://purl.obolibrary.org/obo/GO_1905360>
Thromboxane_signalling_through_TP_receptor	LARG activation by G alpha 12/13	<http://model.geneontology.org/-983048053>	<http://purl.obolibrary.org/obo/GO_0004857>
A_third_proteolytic_cleavage_releases_NICD	gamma-secretase complex	<http://model.geneontology.org/-2131354005>	<http://purl.obolibrary.org/obo/GO_1905369>
A_third_proteolytic_cleavage_releases_NICD	gamma-secretase complex	<http://model.geneontology.org/359087886>	<http://purl.obolibrary.org/obo/GO_1905369>
A_third_proteolytic_cleavage_releases_NICD	gamma-secretase complex	<http://model.geneontology.org/51791370>	<http://purl.obolibrary.org/obo/GO_1905369>
SUMO_is_proteolytically_processed	UBA2:SAE1	<http://model.geneontology.org/1838288257>	<http://purl.obolibrary.org/obo/GO_0031510>
SUMO_is_proteolytically_processed	Conjugation of SUMO1 to UBA2:SAE1	<http://model.geneontology.org/-1971369176>	<http://purl.obolibrary.org/obo/GO_0004857>
SUMO_is_proteolytically_processed	SENP1,2,5	<http://model.geneontology.org/-1106067591>	<http://purl.obolibrary.org/obo/GO_0008303>
SUMO_is_proteolytically_processed	UBA2:SAE1	<http://model.geneontology.org/-1755614461>	<http://purl.obolibrary.org/obo/GO_0031510>
SUMO_is_proteolytically_processed	UBA2:SAE1	<http://model.geneontology.org/41336898>	<http://purl.obolibrary.org/obo/GO_0031510>
SUMO_is_proteolytically_processed	SENP1,2,5	<http://model.geneontology.org/690883768>	<http://purl.obolibrary.org/obo/GO_0008303>
SUMO_is_proteolytically_processed	SENP1,2,5	<http://model.geneontology.org/1391948346>	<http://purl.obolibrary.org/obo/GO_0008303>
SUMO_is_proteolytically_processed	Conjugation of SUMO3 to UBA2:SAE1	<http://model.geneontology.org/-1971369174>	<http://purl.obolibrary.org/obo/GO_0004857>
SUMO_is_proteolytically_processed	Conjugation of SUMO2 to UBA2:SAE1	<http://model.geneontology.org/-1971369175>	<http://purl.obolibrary.org/obo/GO_0004857>
Lysosphingolipid_and_LPA_receptors	LPPR4(LPPR1-3,5)	<http://model.geneontology.org/-1811098535>	<http://purl.obolibrary.org/obo/GO_1903293>
FGFR1c_and_Klotho_ligand_binding_and_activation	FGF23 bound to Klotho and FGFR1c	<http://model.geneontology.org/-1161652786>	<http://purl.obolibrary.org/obo/GO_1902911>
FGFR1c_and_Klotho_ligand_binding_and_activation	FGF23 bound to Klotho and FGFR1c	<http://model.geneontology.org/967380568>	<http://purl.obolibrary.org/obo/GO_1902911>
Phase_0_-_rapid_depolarisation	SCNAs:SCNBs	<http://model.geneontology.org/-1617764663>	<http://purl.obolibrary.org/obo/GO_0001518>
Phase_0_-_rapid_depolarisation	LTCC heteropentamer (open)	<http://model.geneontology.org/-1922192115>	<http://purl.obolibrary.org/obo/GO_0005891>
Signaling_by_BRAF_and_RAF_fusions	p-BRAF/RAF fusion dimers:p-2S MAP2Ks:MAPKs:scaffold proteins	<http://model.geneontology.org/-1201767092>	<http://purl.obolibrary.org/obo/GO_1902554>
Signaling_by_BRAF_and_RAF_fusions	p-BRAF/RAF fusion dimers:MAP2Ks:MAPKs:scaffold proteins	<http://model.geneontology.org/-106475625>	<http://purl.obolibrary.org/obo/GO_1902554>
Signaling_by_BRAF_and_RAF_fusions	p-BRAF/RAF fusion dimers:p-2S MAP2Ks:MAPKs:scaffold proteins	<http://model.geneontology.org/2057330522>	<http://purl.obolibrary.org/obo/GO_1902554>
Signaling_by_BRAF_and_RAF_fusions	p-BRAF/RAF fusion dimers:MAP2Ks:MAPKs:scaffold proteins	<http://model.geneontology.org/-1610202129>	<http://purl.obolibrary.org/obo/GO_1902554>
IRS-related_events_triggered_by_IGF1R	IGF1,2:p-IGF1R:IRS1,2,4	<http://model.geneontology.org/1494621727>	<http://purl.obolibrary.org/obo/GO_1902911>
NADPH_regeneration	NADPH regeneration	<http://model.geneontology.org/1915830835>	<http://purl.obolibrary.org/obo/GO_0006082>
NADPH_regeneration	NADPH regeneration	<http://model.geneontology.org/1915830835>	<http://purl.obolibrary.org/obo/GO_0017144>
Surfactant_metabolism	SLC34A1,2	<http://model.geneontology.org/-743806022>	<http://purl.obolibrary.org/obo/GO_1902495>
Surfactant_metabolism	GATA6 binds SFTPA genes	<http://model.geneontology.org/-983084635>	<http://purl.obolibrary.org/obo/GO_0098772>
Surfactant_metabolism	ADORA2A,B bind Ade-Rib	<http://model.geneontology.org/-983084600>	<http://purl.obolibrary.org/obo/GO_0098772>
Surfactant_metabolism	CCDC59:TTF1 binds SFTPC gene	<http://model.geneontology.org/-983084637>	<http://purl.obolibrary.org/obo/GO_0098772>
Surfactant_metabolism	CCDC59:TTF1 binds SFTPB gene	<http://model.geneontology.org/-983084660>	<http://purl.obolibrary.org/obo/GO_0098772>
Xenobiotics	Cytochrome P450 (CYPIIIA4 based)	<http://model.geneontology.org/-1070689959>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP3A5 based)	<http://model.geneontology.org/-1823747391>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2D6 based)	<http://model.geneontology.org/1192378490>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	MGST trimers	<http://model.geneontology.org/453127885>	<http://purl.obolibrary.org/obo/GO_1990234>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_1901615>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_0009692>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_0006739>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_0072592>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_0008202>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_0043390>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_0046292>
Xenobiotics	Xenobiotics	<http://model.geneontology.org/1915831641>	<http://purl.obolibrary.org/obo/GO_0042616>
Xenobiotics	Cytochrome P450 (CYP3A7 based)	<http://model.geneontology.org/1117879969>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2C8 based)	<http://model.geneontology.org/-527326699>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2A13 based)	<http://model.geneontology.org/1292130327>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2A3 based)	<http://model.geneontology.org/-47702554>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics		<http://model.geneontology.org/1253753143>	<http://purl.obolibrary.org/obo/GO_0006739>
Xenobiotics		<http://model.geneontology.org/1253753143>	<http://purl.obolibrary.org/obo/GO_0072592>
Xenobiotics		<http://model.geneontology.org/1195072765>	<http://purl.obolibrary.org/obo/GO_0006739>
Xenobiotics		<http://model.geneontology.org/1195072765>	<http://purl.obolibrary.org/obo/GO_0072592>
Xenobiotics	Cytochrome P450 (CYP2F1 based)	<http://model.geneontology.org/282649977>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2C19 based)	<http://model.geneontology.org/877137503>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2B6 based)	<http://model.geneontology.org/382401814>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics		<http://model.geneontology.org/840319975>	<http://purl.obolibrary.org/obo/GO_0006739>
Xenobiotics		<http://model.geneontology.org/840319975>	<http://purl.obolibrary.org/obo/GO_0072592>
Xenobiotics	Cytochrome P450 (CYP2D6 based)	<http://model.geneontology.org/-1305637447>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2C18 based)	<http://model.geneontology.org/-2064489857>	<http://purl.obolibrary.org/obo/GO_1902494>
Xenobiotics	Cytochrome P450 (CYP2C9 based)	<http://model.geneontology.org/-711149921>	<http://purl.obolibrary.org/obo/GO_1902494>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	SCF betaTrCP ubiquitinates NFKB p105 within p-S927, S932-NFkB p105:TPL2:ABIN2	<http://model.geneontology.org/-982965500>	<http://purl.obolibrary.org/obo/GO_0098772>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	Activated IKK Complex	<http://model.geneontology.org/-1848117566>	<http://purl.obolibrary.org/obo/GO_0008385>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	IKBKB phosphorylates NFkB p105 within the NFkB p105:TPL2:ABIN2 complex	<http://model.geneontology.org/-982965502>	<http://purl.obolibrary.org/obo/GO_0019210>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	IKBKB phosphorylates NFkB p105 within the NFkB p105:TPL2:ABIN2 complex	<http://model.geneontology.org/-982965502>	<http://purl.obolibrary.org/obo/GO_0019887>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	SCF-beta-TrCP1,2:p-S927,S932-NFKB1:p-S,T-MAP3K8:TNIP2	<http://model.geneontology.org/614780846>	<http://purl.obolibrary.org/obo/GO_1990234>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	Activated IKK Complex	<http://model.geneontology.org/1745785152>	<http://purl.obolibrary.org/obo/GO_0008385>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	SCF-beta-TrCP1,2:p-S927,S932-NFKB1:p-S,T-MAP3K8:TNIP2	<http://model.geneontology.org/-201185160>	<http://purl.obolibrary.org/obo/GO_1990234>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	NFKB1:MAP3K8:TNIP2	<http://model.geneontology.org/2039784289>	<http://purl.obolibrary.org/obo/GO_0008385>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	MAP3K8 is phosphorylated	<http://model.geneontology.org/-982965503>	<http://purl.obolibrary.org/obo/GO_0019210>
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	MAP3K8 is phosphorylated	<http://model.geneontology.org/-982965503>	<http://purl.obolibrary.org/obo/GO_0019887>
MET_activates_RAS_signaling	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0005525>
MET_activates_RAS_signaling	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0044877>
MET_activates_RAS_signaling	HGF:p-4Y-MET dimer:SHC1-2	<http://model.geneontology.org/-843357846>	<http://purl.obolibrary.org/obo/GO_1902911>
MET_activates_RAS_signaling	HGF:p-4Y-MET dimer:GRB2-1:SOS1	<http://model.geneontology.org/-2070662392>	<http://purl.obolibrary.org/obo/GO_0032045>
MET_activates_RAS_signaling	HGF:p-4Y-MET dimer:RANBP9:SOS1	<http://model.geneontology.org/-1360599202>	<http://purl.obolibrary.org/obo/GO_0032045>
MET_activates_RAS_signaling	RAS guanyl nucleotide exchange by MET-bound GRB2:SOS1	<http://model.geneontology.org/-983052886>	<http://purl.obolibrary.org/obo/GO_0005525>
MET_activates_RAS_signaling	RAS guanyl nucleotide exchange by MET-bound GRB2:SOS1	<http://model.geneontology.org/-983052886>	<http://purl.obolibrary.org/obo/GO_0044877>
MET_activates_RAS_signaling	MET binds RANBP10	<http://model.geneontology.org/-983052861>	<http://purl.obolibrary.org/obo/GO_0098772>
MET_activates_RAS_signaling	HGF:p-4Y-MET dimer:p-Y317-SHC1-2:GRB2:SOS1	<http://model.geneontology.org/744929578>	<http://purl.obolibrary.org/obo/GO_0032045>
MET_activates_RAS_signaling	MUC20 binds MET and inhibits GRB2 binding	<http://model.geneontology.org/-983052885>	<http://purl.obolibrary.org/obo/GO_0098772>
MET_activates_RAS_signaling	HGF:p-4Y-MET dimer:SHC1-2	<http://model.geneontology.org/-1244761796>	<http://purl.obolibrary.org/obo/GO_1902911>
MET_activates_RAS_signaling	RAS guanyl nucleotide exchange by SOS1 associated with RANBP9 and MET	<http://model.geneontology.org/-983052862>	<http://purl.obolibrary.org/obo/GO_0005525>
MET_activates_RAS_signaling	RAS guanyl nucleotide exchange by SOS1 associated with RANBP9 and MET	<http://model.geneontology.org/-983052862>	<http://purl.obolibrary.org/obo/GO_0044877>
MET_activates_RAS_signaling	RAS guanyl nucleotide exchange by SOS1 bound to GRB2, SCH1-2 and MET	<http://model.geneontology.org/-983052857>	<http://purl.obolibrary.org/obo/GO_0005525>
MET_activates_RAS_signaling	RAS guanyl nucleotide exchange by SOS1 bound to GRB2, SCH1-2 and MET	<http://model.geneontology.org/-983052857>	<http://purl.obolibrary.org/obo/GO_0044877>
AUF1_(hnRNP_D0)_binds_and_destabilizes_mRNA	26S proteasome	<http://model.geneontology.org/1671035201>	<http://purl.obolibrary.org/obo/GO_1905369>
AUF1_(hnRNP_D0)_binds_and_destabilizes_mRNA	Ubiquitinated AUF1 Tetramer: Destabilized mRNA Complex	<http://model.geneontology.org/-752158775>	<http://purl.obolibrary.org/obo/GO_1905369>
mRNA_decay_by_5'_to_3'_exoribonuclease	Decapped mRNA:LSM1-7 Complex	<http://model.geneontology.org/-1924627739>	<http://purl.obolibrary.org/obo/GO_1905354>
mRNA_decay_by_5'_to_3'_exoribonuclease	DCP1-DCP2 Decapping Complex	<http://model.geneontology.org/1410361697>	<http://purl.obolibrary.org/obo/GO_1905354>
mRNA_decay_by_5'_to_3'_exoribonuclease	Deadenylated mRNA:Lsm1-7 Complex	<http://model.geneontology.org/1387481511>	<http://purl.obolibrary.org/obo/GO_1905354>
mRNA_decay_by_5'_to_3'_exoribonuclease	mRNA decay by 5' to 3' exoribonuclease	<http://model.geneontology.org/1915853967>	<http://purl.obolibrary.org/obo/GO_0046035>
mRNA_decay_by_5'_to_3'_exoribonuclease	mRNA decay by 5' to 3' exoribonuclease	<http://model.geneontology.org/1915853967>	<http://purl.obolibrary.org/obo/GO_0008618>
mRNA_decay_by_5'_to_3'_exoribonuclease	mRNA decay by 5' to 3' exoribonuclease	<http://model.geneontology.org/1915853967>	<http://purl.obolibrary.org/obo/GO_0046049>
mRNA_decay_by_5'_to_3'_exoribonuclease	mRNA decay by 5' to 3' exoribonuclease	<http://model.geneontology.org/1915853967>	<http://purl.obolibrary.org/obo/GO_0046037>
mRNA_decay_by_5'_to_3'_exoribonuclease	mRNA decay by 5' to 3' exoribonuclease	<http://model.geneontology.org/1915853967>	<http://purl.obolibrary.org/obo/GO_0046033>
Cargo_concentration_in_the_ER	COPII cargo receptors:SAR1B:GTP:SEC23:SEC24	<http://model.geneontology.org/500981825>	<http://purl.obolibrary.org/obo/GO_1905360>
Cargo_concentration_in_the_ER	COPII cargo receptors:SAR1B:GTP:SEC23:SEC24	<http://model.geneontology.org/1150487941>	<http://purl.obolibrary.org/obo/GO_1905360>
Chk1-Chk2(Cds1)_mediated_inactivation_of_Cyclin_B:Cdk1_complex	Phosphorylation of Wee1 kinase by Chk1	<http://model.geneontology.org/-983018290>	<http://purl.obolibrary.org/obo/GO_0019210>
G_alpha_(i)_signalling_events	G-alpha(t):GDP:G-beta-gamma:Opsins	<http://model.geneontology.org/789702514>	<http://purl.obolibrary.org/obo/GO_0032045>
G_alpha_(i)_signalling_events	Opsins:photon	<http://model.geneontology.org/-1549482336>	<http://purl.obolibrary.org/obo/GO_0032045>
G_alpha_(i)_signalling_events	Opsins:photon	<http://model.geneontology.org/-453595555>	<http://purl.obolibrary.org/obo/GO_0032045>
G_alpha_(i)_signalling_events	G alpha (z) inhibits adenylate cyclase	<http://model.geneontology.org/-983048177>	<http://purl.obolibrary.org/obo/GO_0004857>
G_alpha_(i)_signalling_events	G alpha (i) inhibits adenylate cyclase	<http://model.geneontology.org/-983049264>	<http://purl.obolibrary.org/obo/GO_0004857>
G_alpha_(i)_signalling_events	Ligand:GPCR complexes that activate Gi:Heterotrimeric G-protein Gi (inactive)	<http://model.geneontology.org/1347836244>	<http://purl.obolibrary.org/obo/GO_0032045>
G_alpha_(i)_signalling_events	G alpha (i): GTP	<http://model.geneontology.org/-778755363>	<http://purl.obolibrary.org/obo/GO_1905360>
G_alpha_(i)_signalling_events	G-protein alpha (12/13):GTP	<http://model.geneontology.org/-1375427696>	<http://purl.obolibrary.org/obo/GO_1905360>
G_alpha_(i)_signalling_events	G alpha (i): GTP	<http://model.geneontology.org/2080920553>	<http://purl.obolibrary.org/obo/GO_1905360>
G_alpha_(i)_signalling_events	Adenylate cyclase (Mg2+ cofactor)	<http://model.geneontology.org/-1904252367>	<http://purl.obolibrary.org/obo/GO_1902494>
G_alpha_(i)_signalling_events	Liganded Gi-activating GPCR acts as a GEF for Gi	<http://model.geneontology.org/-983049266>	<http://purl.obolibrary.org/obo/GO_0005525>
G_alpha_(i)_signalling_events	Opsins binds G alpha-t	<http://model.geneontology.org/-983049260>	<http://purl.obolibrary.org/obo/GO_0044877>
G_alpha_(i)_signalling_events	G-alpha(t):GTP:G-beta-gamma:Opsins	<http://model.geneontology.org/-712327674>	<http://purl.obolibrary.org/obo/GO_0032045>
G_alpha_(i)_signalling_events	Opsins act as GEFs for G alpha-t	<http://model.geneontology.org/-983049263>	<http://purl.obolibrary.org/obo/GO_0005525>
