pathway	new_bp	new_mf	new_cc	new_complex	new_total
Abortive_elongation_of_HIV-1_transcript_in_the_absence_of_Tat	0	0	0	6	6
WNT_ligand_secretion_is_abrogated_by_the_PORCN_inhibitor_LGK974	0	0	0	0	0
TICAM1,TRAF6-dependent_induction_of_TAK1_complex	0	0	0	19	19
Assembly_of_the_pre-replicative_complex	0	0	0	7	7
TWIK-releated_acid-sensitive_K+_channel_(TASK)	0	0	0	1	1
Resolution_of_AP_sites_via_the_multiple-nucleotide_patch_replacement_pathway	0	0	0	6	6
Protein_folding	0	0	0	0	0
Defective_SLC39A4_causes_acrodermatitis_enteropathica,_zinc-deficiency_type_(AEZ)	0	0	0	0	0
IkBA_variant_leads_to_EDA-ID	0	0	0	2	2
Defective_ABCG8_causes_gallbladder_disease_4_and_sitosterolemia	0	0	0	0	0
Synthesis,_secretion,_and_deacylation_of_Ghrelin	0	0	0	9	9
IPs_transport_between_nucleus_and_ER_lumen	0	0	0	0	0
Transmission_across_Chemical_Synapses	0	0	0	0	0
ERBB2_Regulates_Cell_Motility	0	0	0	3	3
Toxicity_of_botulinum_toxin_type_E_(BoNT-E)	0	0	0	3	3
Heparan_sulfate-heparin_(HS-GAG)_metabolism	0	0	0	0	0
Role_of_LAT2-NTAL-LAB_on_calcium_mobilization	0	0	0	7	7
Signaling_by_activated_point_mutants_of_FGFR3	0	0	0	9	9
Signaling_by_activated_point_mutants_of_FGFR1	0	0	0	5	5
Activated_NOTCH1_Transmits_Signal_to_the_Nucleus	0	0	0	30	30
Triglyceride_catabolism	0	0	0	6	6
Signaling_by_TGF-beta_family_members	0	0	0	0	0
E2F-enabled_inhibition_of_pre-replication_complex_formation	0	0	0	3	3
Interleukin-35_Signalling	0	0	0	27	27
Defective_GCK_causes_maturity-onset_diabetes_of_the_young_2_(MODY2)	0	0	0	0	0
Eicosanoids	0	0	0	4	4
Clathrin-mediated_endocytosis	0	0	0	36	36
HDMs_demethylate_histones	0	0	0	20	20
Phosphorylation_of_proteins_involved_in_G1-S_transition_by_active_Cyclin_E:Cdk2_complexes	0	0	0	2	2
Signaling_by_Type_1_Insulin-like_Growth_Factor_1_Receptor_(IGF1R)	0	0	0	8	8
Glycosaminoglycan_metabolism	0	0	0	0	0
Synthesis_of_glycosylphosphatidylinositol_(GPI)	0	0	0	5	5
Presynaptic_phase_of_homologous_DNA_pairing_and_strand_exchange	0	0	0	11	11
Inositol_phosphate_metabolism	0	0	0	0	0
PDE3B_signalling	0	0	0	0	0
FCGR_activation	0	0	0	15	15
Defective_SLC6A5_causes_hyperekplexia_3_(HKPX3)	0	0	0	0	0
HIV_elongation_arrest_and_recovery	0	0	0	3	3
COPII-mediated_vesicle_transport	0	0	0	26	26
Transport_of_fatty_acids	0	0	0	2	2
mRNA_Splicing	0	0	0	0	0
RNA_Pol_II_CTD_phosphorylation_and_interaction_with_CE_during_HIV_infection	0	0	0	7	7
Rev-mediated_nuclear_export_of_HIV_RNA	0	1	0	7	8
Influenza_Virus_Induced_Apoptosis	0	0	0	1	1
RUNX1_regulates_transcription_of_genes_involved_in_BCR_signaling	0	1	0	5	6
Glucagon-type_ligand_receptors	0	0	0	21	21
Metal_sequestration_by_antimicrobial_proteins	0	0	0	5	5
Nef_Mediated_CD4_Down-regulation	0	0	0	8	8
Regulation_of_APC-C_activators_between_G1-S_and_early_anaphase	0	0	0	14	14
Constitutive_Signaling_by_NOTCH1_t(7;9)(NOTCH1:M1580_K2555)_Translocation_Mutant	0	0	0	1	1
mRNA_decay_by_3'_to_5'_exoribonuclease	0	0	0	1	1
HDL_assembly	0	0	0	3	3
Synthesis,_secretion,_and_inactivation_of_Glucose-dependent_Insulinotropic_Polypeptide_(GIP)	0	0	0	1	1
Sulfide_oxidation_to_sulfate	0	0	0	0	0
TP53_regulates_transcription_of_several_additional_cell_death_genes_whose_specific_roles_in_p53-dependent_apoptosis_remain_uncertain	0	7	0	6	13
Inhibition_of_adenylate_cyclase_pathway	0	0	0	0	0
Ubiquitin-dependent_degradation_of_Cyclin_D	0	0	0	0	0
Constitutive_Signaling_by_NOTCH1_PEST_Domain_Mutants	0	4	0	29	33
RUNX2_regulates_osteoblast_differentiation	0	9	0	27	36
TP53_Regulates_Transcription_of_Genes_Involved_in_G2_Cell_Cycle_Arrest	0	3	0	10	13
RAS_signaling_downstream_of_NF1_loss-of-function_variants	0	0	0	2	2
betaKlotho-mediated_ligand_binding	0	0	0	8	8
Sensing_of_DNA_Double_Strand_Breaks	0	0	0	10	10
Vitamin_B2_(riboflavin)_metabolism	0	0	0	1	1
Response_of_Mtb_to_phagocytosis	0	0	0	0	0
Interleukin-23_signaling	0	0	0	10	10
Release_of_apoptotic_factors_from_the_mitochondria	0	0	0	8	8
IPs_transport_between_cytosol_and_ER_lumen	0	0	0	0	0
SMAD2-3_MH2_Domain_Mutants_in_Cancer	0	0	0	4	4
L1CAM_interactions	0	0	0	9	9
GABA_synthesis,_release,_reuptake_and_degradation	0	0	0	4	4
LDL_clearance	0	0	0	10	10
CRMPs_in_Sema3A_signaling	0	0	0	8	8
TYSND1_cleaves_peroxisomal_proteins	0	0	0	0	0
Golgi_Cisternae_Pericentriolar_Stack_Reorganization	0	0	0	8	8
Interactions_of_Rev_with_host_cellular_proteins	0	0	0	0	0
Defective_SLC1A1_is_implicated_in_schizophrenia_18_(SCZD18)_and_dicarboxylic_aminoaciduria_(DCBXA)	0	0	0	0	0
RNA_Polymerase_III_Transcription_Initiation_From_Type_3_Promoter	0	0	0	7	7
Defective_SLC35C1_causes_congenital_disorder_of_glycosylation_2C_(CDG2C)	0	0	0	0	0
Reactions_specific_to_the_hybrid_N-glycan_synthesis_pathway	0	0	0	0	0
Mitochondrial_Uncoupling_Proteins	0	0	0	0	0
Defective_ALG6_causes_ALG6-CDG_(CDG-1c)	0	0	0	0	0
Gap-filling_DNA_repair_synthesis_and_ligation_in_GG-NER	0	0	0	3	3
Retinoid_metabolism_and_transport	0	0	0	12	12
Formation_of_the_Editosome	0	0	0	3	3
Inactivation_of_CDC42_and_RAC1	0	0	0	4	4
PTK6_Activates_STAT3	0	1	0	4	5
Removal_of_the_Flap_Intermediate	0	0	0	6	6
APC-C:Cdh1_mediated_degradation_of_Cdc20_and_other_APC-C:Cdh1_targeted_proteins_in_late_mitosis-early_G1	0	0	0	9	9
TCF7L2_mutants_don't_bind_CTBP	0	0	0	2	2
RUNX1_regulates_genes_involved_in_megakaryocyte_differentiation_and_platelet_function	0	5	0	32	37
t(4;14)_translocations_of_FGFR3	0	0	0	1	1
Butyrophilin_(BTN)_family_interactions	0	0	0	6	6
CHL1_interactions	0	0	0	6	6
Fibronectin_matrix_formation	0	0	0	4	4
Signaling_by_FGFR3_fusions_in_cancer	0	0	0	10	10
Defective_SLC33A1_causes_spastic_paraplegia_42_(SPG42)	0	0	0	0	0
Reelin_signalling_pathway	0	0	0	4	4
Synthesis_of_PIPs_in_the_nucleus	0	0	0	1	1
Regulation_of_activated_PAK-2p34_by_proteasome_mediated_degradation	0	0	0	2	2
Pink-Parkin_Mediated_Mitophagy	0	0	0	8	8
Activation_of_BH3-only_proteins	0	0	0	0	0
Prolactin_receptor_signaling	0	3	0	26	29
PPARA_activates_gene_expression	0	0	0	22	22
Amplification_of_signal_from_unattached_kinetochores_via_a_MAD2_inhibitory_signal	0	0	0	6	6
Defective_SLC35A3_causes_arthrogryposis,_mental_retardation,_and_seizures_(AMRS)	0	0	0	0	0
Cell_Cycle_Checkpoints	0	0	0	0	0
Deletions_in_the_AXIN_genes_in_hepatocellular_carcinoma_result_in_elevated_WNT_signaling	0	0	0	0	0
Negative_epigenetic_regulation_of_rRNA_expression	0	0	0	0	0
GABA_A_(rho)_receptor_activation	0	0	0	1	1
Proton-oligopeptide_cotransporters	0	0	0	2	2
RUNX1_interacts_with_co-factors_whose_precise_effect_on_RUNX1_targets_is_not_known	0	0	0	8	8
SUMOylation_of_RNA_binding_proteins	0	0	0	6	6
Defective_MAOA_causes_Brunner_syndrome_(BRUNS)	0	0	0	0	0
Signaling_by_Interleukins	0	0	0	0	0
Ligand-receptor_interactions	0	0	0	6	6
Negative_regulation_of_MET_activity	0	0	0	16	16
Organelle_biogenesis_and_maintenance	0	0	0	0	0
Detoxification_of_Reactive_Oxygen_Species	0	0	0	9	9
Transcriptional_Regulation_by_TP53	0	0	0	0	0
Mitochondrial_transcription_initiation	0	0	0	2	2
Nef_mediated_downregulation_of_MHC_class_I_complex_cell_surface_expression	0	0	0	5	5
Highly_calcium_permeable_nicotinic_acetylcholine_receptors	0	1	0	2	3
TALDO1_deficiency:_failed_conversion_of_Fru(6)P,_E4P_to_SH7P,_GA3P	0	0	0	0	0
Ub-specific_processing_proteases	0	0	0	76	76
InlA-mediated_entry_of_Listeria_monocytogenes_into_host_cells	0	1	0	6	7
Glycogen_storage_diseases	0	0	0	0	0
Membrane_Trafficking	0	0	0	0	0
Cell_death_signalling_via_NRAGE,_NRIF_and_NADE	0	0	0	0	0
G2-M_Checkpoints	0	0	0	3	3
RNA_Polymerase_I_Chain_Elongation	0	0	0	2	2
Signaling_by_GPCR	0	0	0	0	0
Gastrin-CREB_signalling_pathway_via_PKC_and_MAPK	0	0	0	7	7
Constitutive_Signaling_by_EGFRvIII	0	0	0	20	20
TBC-RABGAPs	0	0	0	20	20
CaM_pathway	0	1	0	16	17
Diseases_associated_with_N-glycosylation_of_proteins	0	0	0	0	0
Cell-Cell_communication	0	0	0	0	0
Optineurin_and_Myosin_Phosphatase_Negatively_Regulate_PLK1	0	0	0	1	1
phospho-PLA2_pathway	0	0	0	3	3
TRAF6-mediated_induction_of_TAK1_complex_within_TLR4_complex	0	0	0	22	22
Regulation_of_IGF_Activity_by_IGFBP	0	0	0	14	14
Cytosolic_tRNA_aminoacylation	0	0	0	4	4
Defective_TCN2_causes_hereditary_megaloblastic_anemia	0	0	0	0	0
Transcriptional_Regulation_by_E2F6	0	11	0	32	43
TFAP2_(AP-2)_family_regulates_transcription_of_cell_cycle_factors	0	2	0	2	4
Activation_of_BID_and_translocation_to_mitochondria	0	0	0	8	8
Signaling_by_BMP	0	2	0	27	29
ADP_signalling_through_P2Y_purinoceptor_12	0	0	0	15	15
Defective_Mismatch_Repair_Associated_With_MLH1	0	0	0	1	1
vRNA_Synthesis	0	0	0	2	2
L13a-mediated_translational_silencing_of_Ceruloplasmin_expression	0	0	0	4	4
Formation_of_Fibrin_Clot_(Clotting_Cascade)	0	0	0	0	0
Keratan_sulfate-keratin_metabolism	0	0	0	0	0
Defective_SLC40A1_causes_hemochromatosis_4_(HFE4)_(duodenum)	0	0	0	0	0
Cellular_response_to_heat_stress	0	0	0	0	0
TRP_channels	0	0	0	3	3
Frs2-mediated_activation	0	0	0	8	8
Interleukin-33_signaling	0	0	0	3	3
Activation_of_the_phototransduction_cascade	0	0	0	10	10
Regulation_of_mitotic_cell_cycle	0	0	0	0	0
Virus_Assembly_and_Release	0	0	0	0	0
Signaling_by_NTRK2_(TRKB)	0	0	0	0	0
Regulation_of_TP53_Activity	0	0	0	0	0
Formation_of_the_ternary_complex,_and_subsequently,_the_43S_complex	0	0	0	5	5
Phenylketonuria	0	0	0	0	0
Interaction_between_PHLDA1_and_AURKA	0	0	0	1	1
Activation_of_the_AP-1_family_of_transcription_factors	0	0	0	7	7
Digestion	0	0	0	2	2
NrCAM_interactions	0	0	0	5	5
NOTCH2_intracellular_domain_regulates_transcription	0	4	0	6	10
Defective_ABCC2_causes_Dubin-Johnson_syndrome	0	0	0	0	0
TP53_Regulates_Transcription_of_Cell_Cycle_Genes	0	0	0	0	0
The_IPAF_inflammasome	0	0	0	2	2
Defective_AHCY_causes_Hypermethioninemia_with_S-adenosylhomocysteine_hydrolase_deficiency_(HMAHCHD)	0	0	0	0	0
MMR	0	0	0	0	0
GABA_synthesis	0	0	0	1	1
SCF(Skp2)-mediated_degradation_of_p27-p21	0	0	0	18	18
NOTCH2_Activation_and_Transmission_of_Signal_to_the_Nucleus	0	0	0	14	14
G_alpha_(z)_signalling_events	0	1	0	17	18
rRNA_modification_in_the_mitochondrion	0	0	0	1	1
Binding_and_entry_of_HIV_virion	0	0	0	13	13
Metabolism_of_vitamins_and_cofactors	0	0	0	0	0
SLBP_Dependent_Processing_of_Replication-Dependent_Histone_Pre-mRNAs	0	0	0	7	7
IPs_transport_between_ER_lumen_and_cytosol	0	0	0	6	6
MyD88:Mal_cascade_initiated_on_plasma_membrane	0	0	0	24	24
PLCG1_events_in_ERBB2_signaling	0	0	0	2	2
FGFR1b_ligand_binding_and_activation	0	0	0	11	11
BH3-only_proteins_associate_with_and_inactivate_anti-apoptotic_BCL-2_members	0	0	0	7	7
LRR_FLII-interacting_protein_1_(LRRFIP1)_activates_type_I_IFN_production	0	0	0	3	3
Transport_of_the_SLBP_Dependant_Mature_mRNA	0	0	0	7	7
Biosynthesis_of_E-series_18(R)-resolvins	0	0	0	0	0
Miscellaneous_transport_and_binding_events	0	0	0	8	8
CD28_dependent_PI3K-Akt_signaling	0	0	0	25	25
RET_signaling	0	0	0	39	39
FGFR3b_ligand_binding_and_activation	0	0	0	9	9
Translesion_Synthesis_by_POLH	0	0	0	14	14
Defective_B4GALT7_causes_EDS,_progeroid_type	0	0	0	1	1
Diseases_of_signal_transduction	0	0	0	0	0
Signaling_by_NOTCH1_PEST_Domain_Mutants_in_Cancer	0	0	0	0	0
APC-C:Cdc20_mediated_degradation_of_Securin	0	0	0	6	6
MPS_IV_-_Morquio_syndrome_B	0	0	0	0	0
MPS_IV_-_Morquio_syndrome_A	0	0	0	0	0
Pyrophosphate_hydrolysis	0	0	0	0	0
Response_to_elevated_platelet_cytosolic_Ca2+	0	0	0	2	2
Complement_cascade	0	0	0	0	0
Nectin-Necl_trans_heterodimerization	0	0	0	8	8
ARL13B-mediated_ciliary_trafficking_of_INPP5E	0	0	0	3	3
Antimicrobial_peptides	0	0	0	25	25
Synthesis_of_diphthamide-EEF2	0	0	0	1	1
ABC_transporters_in_lipid_homeostasis	0	0	0	6	6
Signaling_by_WNT	0	0	0	0	0
Phosphate_bond_hydrolysis_by_NTPDase_proteins	0	0	0	0	0
Electron_transport_from_NADPH_to_Ferredoxin	0	1	0	4	5
Glucose_metabolism	0	0	0	0	0
Dermatan_sulfate_biosynthesis	0	0	0	3	3
Other_interleukin_signaling	0	2	0	20	22
Defective_CSF2RB_causes_pulmonary_surfactant_metabolism_dysfunction_5_(SMDP5)	0	0	0	1	1
Defective_CHSY1_causes_TPBS	0	0	0	2	2
DNA_Damage_Reversal	0	0	0	0	0
IRS-mediated_signalling	0	0	0	0	0
MAPK_family_signaling_cascades	0	0	0	0	0
GABA_B_receptor_activation	0	0	0	5	5
Influenza_Life_Cycle	0	1	0	4	5
Sodium-coupled_sulphate,_di-_and_tri-carboxylate_transporters	0	0	0	0	0
Plasma_lipoprotein_clearance	0	0	0	0	0
Pausing_and_recovery_of_HIV_elongation	0	0	0	2	2
SUMOylation_of_DNA_replication_proteins	0	1	0	11	12
Transcriptional_activity_of_SMAD2-SMAD3:SMAD4_heterotrimer	0	0	0	0	0
Amino_acid_synthesis_and_interconversion_(transamination)	0	0	0	9	9
Mitochondrial_calcium_ion_transport	0	0	0	3	3
Glutathione_conjugation	0	0	0	2	2
Defective_AVP_causes_neurohypophyseal_diabetes_insipidus_(NDI)	0	0	0	1	1
Caspase-mediated_cleavage_of_cytoskeletal_proteins	0	0	0	1	1
Influenza_Viral_RNA_Transcription_and_Replication	0	0	0	0	0
Metabolism	0	0	0	0	0
Apoptotic_factor-mediated_response	0	0	0	0	0
POU5F1_(OCT4),_SOX2,_NANOG_activate_genes_related_to_proliferation	0	8	0	24	32
DEx-H-box_helicases_activate_type_I_IFN_and_inflammatory_cytokines_production	0	0	0	8	8
Defective_ABCB4_causes_progressive_familial_intrahepatic_cholestasis_3,_intrahepatic_cholestasis_of_pregnancy_3_and_gallbladder_disease_1	0	0	0	0	0
Inhibition_of_Host_mRNA_Processing_and_RNA_Silencing	0	0	0	2	2
Processing_and_activation_of_SUMO	0	0	0	0	0
Insulin_effects_increased_synthesis_of_Xylulose-5-Phosphate	0	0	0	2	2
Defective_SLC34A1_causes_hypophosphatemic_nephrolithiasis-osteoporosis_1_(NPHLOP1)	0	0	0	0	0
Oncogenic_MAPK_signaling	0	0	0	0	0
Free_fatty_acid_receptors	0	0	0	6	6
Interferon_Signaling	0	0	0	0	0
Metabolism_of_serotonin	0	0	0	0	0
Uptake_and_function_of_anthrax_toxins	0	0	0	10	10
NFG_and_proNGF_binds_to_p75NTR	0	0	0	8	8
Progressive_trimming_of_alpha-1,2-linked_mannose_residues_from_Man9-8-7GlcNAc2_to_produce_Man5GlcNAc2	0	0	0	1	1
Defective_ABCA3_causes_pulmonary_surfactant_metabolism_dysfunction_3_(SMDP3)	0	0	0	0	0
CDO_in_myogenesis	0	0	0	20	20
Cross-presentation_of_particulate_exogenous_antigens_(phagosomes)	0	0	0	5	5
Listeria_monocytogenes_entry_into_host_cells	0	0	0	0	0
ROS,_RNS_production_in_phagocytes	0	0	0	5	5
Fatty_Acids_bound_to_GPR40_(FFAR1)_regulate_insulin_secretion	0	0	0	8	8
Defective_CHST14_causes_EDS,_musculocontractural_type	0	0	0	0	0
snRNP_Assembly	0	0	0	11	11
TWIK-related_spinal_cord_K+_channel_(TRESK)	0	0	0	0	0
GRB7_events_in_ERBB2_signaling	0	0	0	2	2
COX_reactions	0	0	0	1	1
Carboxyterminal_post-translational_modifications_of_tubulin	0	0	0	10	10
Beta-catenin_phosphorylation_cascade	0	0	0	7	7
Truncations_of_AMER1_destabilize_the_destruction_complex	0	0	0	2	2
RMTs_methylate_histone_arginines	0	1	0	20	21
RNA_Polymerase_I_Transcription_Termination	0	0	0	14	14
Defective_MTRR_causes_methylmalonic_aciduria_and_homocystinuria_type_cblE	0	0	0	1	1
Phosphorylation_of_Emi1	0	0	0	7	7
Interleukin-9_signaling	0	0	0	15	15
Hydrolysis_of_LPC	0	0	0	2	2
Cell_junction_organization	0	0	0	0	0
Classical_Kir_channels	0	0	0	1	1
APEX1-Independent_Resolution_of_AP_Sites_via_the_Single_Nucleotide_Replacement_Pathway	0	0	0	10	10
Negative_regulators_of_RIG-I-MDA5_signaling	0	0	0	22	22
Vitamin_E	0	0	0	0	0
Hydrolysis_of_LPE	0	0	0	1	1
Clostridium_neurotoxicity	0	0	0	0	0
Paradoxical_activation_of_RAF_signaling_by_kinase_inactive_BRAF	0	0	0	14	14
CD28_co-stimulation	0	0	0	10	10
Meiotic_synapsis	0	1	0	9	10
RUNX3_regulates_WNT_signaling	0	2	0	10	12
PAOs_oxidise_polyamines_to_amines	0	0	0	0	0
Formation_of_selenosugars_for_excretion	0	0	0	0	0
Lipoprotein_metabolism	0	0	0	0	0
Synthesis_of_Lipoxins_(LX)	0	0	0	2	2
N-glycan_antennae_elongation_in_the_medial-trans-Golgi	0	0	0	0	0
Entry_of_Influenza_Virion_into_Host_Cell_via_Endocytosis	0	1	0	4	5
Linoleic_acid_(LA)_metabolism	0	0	0	2	2
tRNA_processing_in_the_mitochondrion	0	0	0	1	1
Activation_of_RAS_in_B_cells	0	0	0	4	4
Neurexins_and_neuroligins	0	0	0	32	32
CDC6_association_with_the_ORC:origin_complex	0	0	0	4	4
O-linked_glycosylation	0	0	0	2	2
FBXW7_Mutants_and_NOTCH1_in_Cancer	0	0	0	0	0
IP6_and_IP7_transport_between_cytosol_and_nucleus	0	0	0	1	1
LDL_remodeling	0	0	0	1	1
Activation_of_Na-permeable_kainate_receptors	0	0	0	2	2
Ca_activated_K+_channels	0	0	0	2	2
FasL-_CD95L_signaling	0	0	0	10	10
Biosynthesis_of_protectin_and_resolvin_conjugates_in_tissue_regeneration_(PCTR_and_RCTR)	0	0	0	0	0
DCC_mediated_attractive_signaling	0	0	0	22	22
NCAM1_interactions	0	0	0	11	11
Depyrimidination	0	0	0	0	0
Signaling_by_ERBB4	0	0	0	13	13
Terminal_pathway_of_complement	0	0	0	8	8
Signaling_by_ERBB2	0	0	0	25	25
Beta_defensins	0	0	0	8	8
Signaling_by_NOTCH1_t(7;9)(NOTCH1:M1580_K2555)_Translocation_Mutant	0	0	0	0	0
Viral_Messenger_RNA_Synthesis	0	0	0	6	6
Defective_SLC6A2_causes_orthostatic_intolerance_(OI)	0	0	0	0	0
Attenuation_phase	0	0	0	8	8
MPS_IIIA_-_Sanfilippo_syndrome_A	0	0	0	0	0
Defective_ALG14_causes_congenital_myasthenic_syndrome_(ALG14-CMS)	0	0	0	0	0
IL-6-type_cytokine_receptor_ligand_interactions	0	0	0	21	21
PI3K_events_in_ERBB2_signaling	0	0	0	11	11
Role_of_phospholipids_in_phagocytosis	0	0	0	28	28
Transport_of_gamma-carboxylated_protein_precursors_from_the_endoplasmic_reticulum_to_the_Golgi_apparatus	0	0	0	0	0
CTLA4_inhibitory_signaling	0	0	0	8	8
Defective_CYP24A1_causes_Hypercalcemia,_infantile_(HCAI)	0	0	0	0	0
APOBEC3G_mediated_resistance_to_HIV-1_infection	0	1	0	7	8
Signaling_by_TGF-beta_Receptor_Complex_in_Cancer	0	0	0	0	0
Transport_of_Mature_mRNAs_Derived_from_Intronless_Transcripts	0	0	0	0	0
Interleukin-7_signaling	0	2	0	40	42
Defective_ALG2_causes_ALG2-CDG_(CDG-1i)	0	0	0	0	0
Defective_FMO3_causes_Trimethylaminuria_(TMAU)	0	0	0	0	0
Defective_SLC17A8_causes_autosomal_dominant_deafness_25_(DFNA25)	0	0	0	0	0
Platelet_sensitization_by_LDL	0	0	0	7	7
Free_fatty_acids_regulate_insulin_secretion	0	0	0	0	0
Regulation_of_IFNG_signaling	0	0	0	7	7
Growth_hormone_receptor_signaling	0	1	0	37	38
Recognition_and_association_of_DNA_glycosylase_with_site_containing_an_affected_purine	0	0	0	0	0
MAPK1_(ERK2)_activation	0	0	0	5	5
Alpha-oxidation_of_phytanate	0	0	0	0	0
p53-Independent_DNA_Damage_Response	0	0	0	0	0
Assembly_Of_The_HIV_Virion	0	0	0	3	3
POU5F1_(OCT4),_SOX2,_NANOG_repress_genes_related_to_differentiation	0	0	0	7	7
Interaction_With_Cumulus_Cells	0	0	0	0	0
Hemostasis	0	0	0	0	0
Synthesis_of_wybutosine_at_G37_of_tRNA(Phe)	0	0	0	0	0
Dimerization_of_procaspase-8	0	0	0	9	9
TNF_receptor_superfamily_(TNFSF)_members_mediating_non-canonical_NF-kB_pathway	0	0	0	13	13
Vitamin_C_(ascorbate)_metabolism	0	0	0	3	3
Invadopodia_formation	0	0	0	2	2
Release	0	0	0	2	2
Tolerance_by_Mtb_to_nitric_oxide_produced_by_macrophages	0	0	0	4	4
Toxicity_of_botulinum_toxin_type_F_(BoNT-F)	0	0	0	2	2
ATF4_activates_genes	0	0	0	2	2
Signaling_by_NOTCH1_HD_Domain_Mutants_in_Cancer	0	0	0	0	0
IRAK2_mediated_activation_of_TAK1_complex	0	0	0	14	14
Serotonin_receptors	0	0	0	14	14
Diseases_of_carbohydrate_metabolism	0	0	0	0	0
Abacavir_metabolism	0	0	0	0	0
Calmodulin_induced_events	0	0	0	2	2
Defective_CYP1B1_causes_Glaucoma	0	0	0	0	0
G2_Phase	0	0	0	4	4
DAP12_interactions	0	0	0	24	24
G1-S_DNA_Damage_Checkpoints	0	0	0	0	0
Thromboxane_signalling_through_TP_receptor	0	1	0	25	26
Platelet_degranulation	0	0	0	5	5
A_third_proteolytic_cleavage_releases_NICD	0	0	0	1	1
SUMO_is_proteolytically_processed	0	0	0	3	3
Lysosphingolipid_and_LPA_receptors	0	0	0	5	5
FGFR1c_and_Klotho_ligand_binding_and_activation	0	0	0	11	11
Phase_0_-_rapid_depolarisation	0	0	0	5	5
Signaling_by_BRAF_and_RAF_fusions	0	0	0	10	10
Defective_SLC6A18_may_confer_susceptibility_to_iminoglycinuria_and-or_hyperglycinuria	0	0	0	0	0
Negative_feedback_regulation_of_MAPK_pathway	0	0	0	2	2
IRS-related_events_triggered_by_IGF1R	0	0	0	9	9
Carbohydrate_metabolism	0	0	0	0	0
NADPH_regeneration	0	0	0	0	0
Surfactant_metabolism	0	4	0	15	19
Apoptotic_cleavage_of_cell_adhesion_proteins	0	0	0	1	1
Xenobiotics	0	0	0	14	14
Netrin-1_signaling	0	0	0	14	14
MAP3K8_(TPL2)-dependent_MAPK1-3_activation	0	1	0	14	15
Processing_of_Intronless_Pre-mRNAs	0	0	0	13	13
MET_activates_RAS_signaling	0	2	0	11	13
AUF1_(hnRNP_D0)_binds_and_destabilizes_mRNA	0	0	0	6	6
mRNA_decay_by_5'_to_3'_exoribonuclease	0	0	0	4	4
Cargo_concentration_in_the_ER	0	0	0	26	26
Chk1-Chk2(Cds1)_mediated_inactivation_of_Cyclin_B:Cdk1_complex	0	0	0	4	4
G1-S-Specific_Transcription	0	0	0	0	0
G_alpha_(i)_signalling_events	0	3	0	28	31
Biosynthesis_of_maresin-like_SPMs	0	0	0	1	1
ER_to_Golgi_Anterograde_Transport	0	0	0	0	0
Ketone_body_catabolism	0	0	0	1	1
FRS-mediated_FGFR4_signaling	0	0	0	19	19
Glutamate_Neurotransmitter_Release_Cycle	0	0	0	9	9
Biosynthesis_of_DHA-derived_sulfido_conjugates	0	0	0	0	0
PP2A-mediated_dephosphorylation_of_key_metabolic_factors	0	0	0	3	3
Receptor-ligand_binding_initiates_the_second_proteolytic_cleavage_of_Notch_receptor	0	0	0	8	8
Peroxisomal_protein_import	0	0	0	26	26
PTK6_Regulates_Cell_Cycle	0	0	0	4	4
Degradation_of_AXIN	0	0	0	10	10
Defective_PGM1_causes_PGM1-CDG_(CDG1t)	0	0	0	0	0
Signaling_by_Overexpressed_Wild-Type_EGFR_in_Cancer	0	0	0	0	0
alpha-linolenic_(omega3)_and_linoleic_(omega6)_acid_metabolism	0	0	0	0	0
Class_I_MHC_mediated_antigen_processing_&_presentation	0	0	0	0	0
Uptake_and_function_of_diphtheria_toxin	0	0	0	1	1
Lagging_Strand_Synthesis	0	0	0	0	0
TNFR1-induced_proapoptotic_signaling	0	0	0	12	12
TGFBR1_KD_Mutants_in_Cancer	0	0	0	5	5
Digestion_of_dietary_lipid	0	0	0	3	3
RIPK1-mediated_regulated_necrosis	0	0	0	8	8
Collagen_degradation	0	0	0	23	23
Histidine,_lysine,_phenylalanine,_tyrosine,_proline_and_tryptophan_catabolism	0	0	0	0	0
Propionyl-CoA_catabolism	0	0	0	4	4
Signaling_by_FGFR1_in_disease	0	0	0	11	11
Acyl_chain_remodelling_of_PE	0	0	0	3	3
Acyl_chain_remodelling_of_PC	0	0	0	4	4
Regulation_of_Glucokinase_by_Glucokinase_Regulatory_Protein	0	0	0	2	2
Acyl_chain_remodelling_of_PI	0	0	0	3	3
Acyl_chain_remodelling_of_PG	0	0	0	4	4
Essential_fructosuria	0	0	0	0	0
Interconversion_of_nucleotide_di-_and_triphosphates	0	0	0	8	8
MyD88_deficiency_(TLR5)	0	0	0	2	2
RNA_Polymerase_II_Transcription_Pre-Initiation_And_Promoter_Opening	0	0	0	11	11
Unwinding_of_DNA	0	1	0	3	4
Gamma-carboxylation_of_protein_precursors	0	0	0	0	0
Acyl_chain_remodelling_of_PS	0	0	0	3	3
FGFR3_mutant_receptor_activation	0	0	0	1	1
Activation_of_PUMA_and_translocation_to_mitochondria	0	2	0	8	10
Removal_of_aminoterminal_propeptides_from_gamma-carboxylated_proteins	0	0	0	0	0
SUMOylation_of_chromatin_organization_proteins	0	0	0	15	15
PCP-CE_pathway	0	0	0	14	14
Tandem_pore_domain_halothane-inhibited_K+_channel_(THIK)	0	0	0	0	0
Histidine_catabolism	0	0	0	0	0
Metabolism_of_lipids	0	0	0	0	0
