pathway	new_bp	new_mf	new_cc	new_complex	new_total	deepened_bp	deepened_mf	deepened_cc	deepened_complex	deepened_total
Trafficking_of_GluR2-containing_AMPA_receptors	0	0	0	2	2	0	0	0	0	0
Acyl_chain_remodeling_of_CL	0	0	0	1	1	5	0	0	0	5
Activated_NTRK2_signals_through_FYN	0	0	0	4	4	0	0	0	0	0
Na+-Cl-_dependent_neurotransmitter_transporters	0	0	0	4	4	1	1	0	0	2
Transport_to_the_Golgi_and_subsequent_modification	0	1	0	4	5	3	1	0	0	4
Adaptive_Immune_System	0	0	0	0	0	0	0	0	0	0
Defective_ABCG5_causes_sitosterolemia	0	0	0	0	0	0	0	0	0	0
Defective_SLC24A1_causes_congenital_stationary_night_blindness_1D_(CSNB1D)	0	0	0	0	0	0	0	0	0	0
Variant_SLC6A14_may_confer_susceptibility_towards_obesity	0	0	0	0	0	0	0	0	0	0
Mitochondrial_translation_termination	0	1	0	2	3	0	0	0	0	0
ECM_proteoglycans	0	12	0	0	12	0	0	0	0	0
Regulation_of_TP53_Activity_through_Association_with_Co-factors	0	2	0	2	4	0	1	0	0	1
Organic_anion_transport	0	0	0	2	2	0	0	0	0	0
ESR-mediated_signaling	1	9	0	2	12	0	0	0	0	0
Transport_of_small_molecules	0	0	0	0	0	0	0	0	0	0
Chondroitin_sulfate-dermatan_sulfate_metabolism	0	0	0	0	0	0	0	0	0	0
Defective_GGT1_causes_Glutathionuria_(GLUTH)	0	0	0	0	0	0	0	0	0	0
Interleukin-15_signaling	0	3	0	4	7	0	4	0	0	4
RNA_Polymerase_III_Transcription_Initiation	0	0	0	0	0	0	0	0	0	0
Post_NMDA_receptor_activation_events	0	0	0	0	0	0	0	0	0	0
GSD_0_(muscle)	0	0	0	0	0	0	0	0	0	0
MPS_VI_-_Maroteaux-Lamy_syndrome	0	0	0	0	0	0	0	0	0	0
Inhibition_of_the_proteolytic_activity_of_APC-C_required_for_the_onset_of_anaphase_by_mitotic_spindle_checkpoint_components	0	1	0	0	1	0	0	0	0	0
RAF_activation	0	3	0	3	6	0	1	0	0	1
Synthesis_of_IP2,_IP,_and_Ins_in_the_cytosol	0	0	0	12	12	1	0	0	0	1
Pyruvate_metabolism_and_Citric_Acid_(TCA)_cycle	0	0	0	0	0	0	0	0	0	0
Activated_NTRK2_signals_through_CDK5	0	1	0	5	6	0	1	0	0	1
Cobalamin_(Cbl,_vitamin_B12)_transport_and_metabolism	0	3	0	6	9	1	2	0	0	3
Sphingolipid_metabolism	0	0	0	0	0	0	0	0	0	0
Nucleosome_assembly	0	0	0	0	0	0	0	0	0	0
RHO_GTPase_Effectors	0	0	0	0	0	0	0	0	0	0
Defective_EXT2_causes_exostoses_2	0	0	0	0	0	0	0	0	0	0
RNA_Polymerase_III_Abortive_And_Retractive_Initiation	0	5	0	2	7	1	0	0	0	1
p53-Dependent_G1_DNA_Damage_Response	2	3	0	1	6	0	0	0	0	0
Neddylation	0	14	0	12	26	0	0	0	0	0
U12_Dependent_Splicing	0	3	0	0	3	0	0	0	0	0
Activation_of_BAD_and_translocation_to_mitochondria	0	3	0	3	6	1	0	0	0	1
Binding_of_TCF-LEF:CTNNB1_to_target_gene_promoters	0	4	0	0	4	0	0	0	0	0
Post-translational_protein_modification	0	0	0	0	0	0	0	0	0	0
Digestion_of_dietary_carbohydrate	0	0	0	2	2	0	0	0	0	0
Signaling_by_WNT_in_cancer	0	0	0	0	0	0	0	0	0	0
Calcineurin_activates_NFAT	0	1	0	2	3	0	0	0	0	0
PIPs_transport_between_early_and_late_endosome_membranes	0	0	0	2	2	3	0	0	0	3
Ras_activation_upon_Ca2+_influx_through_NMDA_receptor	0	0	0	2	2	0	1	0	0	1
RUNX1_regulates_transcription_of_genes_involved_in_differentiation_of_myeloid_cells	0	4	0	0	4	0	0	0	0	0
VEGF_binds_to_VEGFR_leading_to_receptor_dimerization	0	4	0	1	5	0	0	0	0	0
Toxicity_of_botulinum_toxin_type_A_(BoNT-A)	0	1	0	2	3	0	0	0	0	0
Neuronal_System	0	0	0	0	0	0	0	0	0	0
Late_Phase_of_HIV_Life_Cycle	0	0	0	0	0	1	0	0	0	1
Amino_acid_and_derivative_metabolism	0	0	0	0	0	0	0	0	0	0
Regulated_Necrosis	0	0	0	0	0	0	0	0	0	0
Interleukin-17_signaling	0	1	0	0	1	0	0	0	0	0
PERK_regulates_gene_expression	0	0	0	0	0	0	2	0	0	2
Neutrophil_degranulation	0	10	0	0	10	0	0	0	0	0
Signaling_by_FGFR4_in_disease	0	4	0	5	9	0	1	0	0	1
Inositol_transporters	0	0	0	0	0	0	0	0	0	0
SHC1_events_in_ERBB2_signaling	0	1	0	3	4	0	2	0	0	2
Defective_PAPSS2_causes_SEMD-PA	0	0	0	0	0	0	0	0	0	0
Role_of_ABL_in_ROBO-SLIT_signaling	0	3	0	1	4	0	1	0	0	1
Vitamins	1	0	0	1	2	3	0	0	0	3
Defective_GALK1_can_cause_Galactosemia_II_(GALCT2)	0	0	0	0	0	0	0	0	0	0
Defective_SLC5A7_causes_distal_hereditary_motor_neuronopathy_7A_(HMN7A)	0	0	0	0	0	0	0	0	0	0
RUNX3_regulates_RUNX1-mediated_transcription	0	1	0	0	1	0	0	0	0	0
Activation_of_NF-kappaB_in_B_cells	0	3	0	6	9	1	0	0	0	1
Phase_II_-_Conjugation_of_compounds	0	0	0	0	0	0	0	0	0	0
PTK6_Expression	0	2	0	0	2	0	0	0	0	0
PTEN_Loss_of_Function_in_Cancer	0	0	0	0	0	0	0	0	0	0
Formyl_peptide_receptors_bind_formyl_peptides_and_many_other_ligands	0	2	0	0	2	1	0	0	0	1
Oxidative_demethylation_of_DNA	0	0	0	3	3	4	2	0	0	6
Import_of_palmitoyl-CoA_into_the_mitochondrial_matrix	0	2	0	3	5	0	1	0	0	1
IP3_and_IP4_transport_between_cytosol_and_nucleus	3	0	0	4	7	0	0	0	0	0
HDR_through_Single_Strand_Annealing_(SSA)	0	0	0	2	2	0	1	0	0	1
Regulation_of_HSF1-mediated_heat_shock_response	0	3	0	5	8	0	2	0	0	2
Centrosome_maturation	0	0	0	0	0	0	0	0	0	0
RHO_GTPases_Activate_Rhotekin_and_Rhophilins	0	5	0	0	5	0	0	0	0	0
Biosynthesis_of_E-series_18(S)-resolvins	0	0	0	0	0	2	0	0	0	2
MAPK_targets-_Nuclear_events_mediated_by_MAP_kinases	0	0	0	0	0	0	0	0	0	0
RNA_Polymerase_I_Transcription	0	0	0	0	0	0	0	0	0	0
Removal_of_the_Flap_Intermediate_from_the_C-strand	0	2	0	0	2	2	0	0	0	2
Defective_SLC24A4_causes_hypomineralized_amelogenesis_imperfecta_(AI)	0	0	0	0	0	0	0	0	0	0
Classical_antibody-mediated_complement_activation	0	0	0	2	2	0	0	0	0	0
Defective_GALNT3_causes_familial_hyperphosphatemic_tumoral_calcinosis_(HFTC)	0	0	0	0	0	0	0	0	0	0
Defective_CD320_causes_methylmalonic_aciduria	0	0	0	0	0	0	0	0	0	0
Defective_CYP7B1_causes_Spastic_paraplegia_5A,_autosomal_recessive_(SPG5A)_and_Congenital_bile_acid_synthesis_defect_3_(CBAS3)	0	0	0	0	0	0	0	0	0	0
LGI-ADAM_interactions	0	3	0	0	3	0	0	0	0	0
Cell_Cycle	0	0	0	0	0	0	0	0	0	0
Vesicle-mediated_transport	0	0	0	0	0	0	0	0	0	0
RUNX2_regulates_bone_development	0	5	0	0	5	0	0	0	0	0
tRNA_Aminoacylation	0	0	0	0	0	0	0	0	0	0
Diseases_of_Mismatch_Repair_(MMR)	0	0	0	0	0	0	0	0	0	0
Transport_of_nucleotide_sugars	0	0	0	21	21	1	0	0	0	1
Signaling_by_plasma_membrane_FGFR1_fusions	0	1	0	1	2	0	0	0	0	0
Vif-mediated_degradation_of_APOBEC3G	0	2	0	2	4	0	0	0	0	0
SMAC_binds_to_IAPs	0	3	0	0	3	0	0	0	0	0
Packaging_of_Eight_RNA_Segments	0	2	0	0	2	0	0	0	0	0
Processing_of_Capped_Intron-Containing_Pre-mRNA	0	4	0	1	5	0	0	0	0	0
Sulfur_amino_acid_metabolism	0	0	0	3	3	1	0	0	0	1
Transport_of_vitamins,_nucleosides,_and_related_molecules	0	0	0	1	1	0	0	0	0	0
Autointegration_results_in_viral_DNA_circles	0	1	0	0	1	0	0	0	0	0
Downstream_TCR_signaling	0	4	0	22	26	3	1	0	0	4
Trafficking_of_AMPA_receptors	0	1	0	2	3	0	0	0	0	0
NGF-independant_TRKA_activation	0	2	0	2	4	0	0	0	0	0
PI_and_PC_transport_between_ER_and_Golgi_membranes	0	0	0	5	5	2	0	0	0	2
Neurophilin_interactions_with_VEGF_and_VEGFR	0	0	0	0	0	0	0	0	0	0
Interleukin-1_processing	0	3	0	0	3	0	0	0	0	0
GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit	0	3	0	0	3	0	1	0	0	1
Striated_Muscle_Contraction	0	2	0	1	3	0	0	0	0	0
Transcription_from_mitochondrial_promoters	0	0	0	0	0	0	0	0	0	0
FGFR2_alternative_splicing	0	2	0	0	2	0	0	0	0	0
Regulation_of_PLK1_Activity_at_G2-M_Transition	2	4	0	6	12	0	0	0	0	0
Transferrin_endocytosis_and_recycling	0	4	0	3	7	0	0	0	0	0
ROBO_receptors_bind_AKAP5	0	1	0	1	2	0	0	0	0	0
RPIA_deficiency:_failed_conversion_of_R5P_to_RU5P	0	0	0	0	0	0	0	0	0	0
Defective_SLC6A3_causes_Parkinsonism-dystonia_infantile_(PKDYS)	0	0	0	0	0	0	0	0	0	0
Extracellular_matrix_organization	0	0	0	0	0	0	0	0	0	0
SHC1_events_in_ERBB4_signaling	0	1	0	2	3	0	2	0	0	2
Synthesis_and_processing_of_ENV_and_VPU	0	0	0	0	0	4	0	0	0	4
Chylomicron_clearance	0	1	0	2	3	1	0	0	0	1
ERBB2_Activates_PTK6_Signaling	1	1	0	1	3	0	0	0	0	0
SIRT1_negatively_regulates_rRNA_expression	0	1	0	3	4	0	0	0	0	0
Synthesis_of_CL	0	0	0	0	0	1	0	0	0	1
Vasopressin_regulates_renal_water_homeostasis_via_Aquaporins	0	11	0	12	23	0	1	0	0	1
GSD_Ib	0	0	0	0	0	0	0	0	0	0
Regulation_of_TP53_Expression	0	1	0	8	9	0	2	0	0	2
Activation_of_PPARGC1A_(PGC-1alpha)_by_phosphorylation	0	3	0	2	5	0	0	0	0	0
Olfactory_Signaling_Pathway	0	1	0	0	1	0	0	0	0	0
Interferon_gamma_signaling	1	2	0	5	8	0	1	0	0	1
Defective_ABCB6_causes_isolated_colobomatous_microphthalmia_7_(MCOPCB7)	0	0	0	0	0	0	0	0	0	0
p75_NTR_receptor-mediated_signalling	0	0	0	0	0	0	0	0	0	0
FRS-mediated_FGFR3_signaling	0	8	0	6	14	0	3	0	0	3
RHO_GTPases_Activate_Formins	1	10	0	3	14	0	2	0	0	2
Vasopressin-like_receptors	0	4	0	0	4	0	0	0	0	0
NOTCH3_Intracellular_Domain_Regulates_Transcription	1	10	0	0	11	0	2	0	0	2
FGFR2c_ligand_binding_and_activation	0	3	0	1	4	0	0	0	0	0
E2F_mediated_regulation_of_DNA_replication	0	0	0	0	0	0	0	0	0	0
Post-chaperonin_tubulin_folding_pathway	0	1	0	0	1	0	9	0	0	9
Semaphorin_interactions	0	0	0	0	0	0	0	0	0	0
Toll_Like_Receptor_TLR6:TLR2_Cascade	0	2	0	0	2	0	0	0	0	0
Cdc20:Phospho-APC-C_mediated_degradation_of_Cyclin_A	0	2	0	2	4	0	0	0	0	0
Transport_of_Mature_Transcript_to_Cytoplasm	0	0	0	0	0	0	0	0	0	0
FCERI_mediated_NF-kB_activation	0	5	0	12	17	2	0	0	0	2
Glycolysis	0	2	0	17	19	2	0	0	0	2
SUMOylation	0	0	0	0	0	0	0	0	0	0
Regulation_of_gene_expression_in_endocrine-committed_(NEUROG3+)_progenitor_cells	0	0	0	0	0	0	1	0	0	1
Biosynthesis_of_aspirin-triggered_D-series_resolvins	0	0	0	0	0	2	0	0	0	2
Regulation_of_Apoptosis	0	0	0	0	0	0	0	0	0	0
TRAF3-dependent_IRF_activation_pathway	1	7	0	1	9	0	0	0	0	0
Regulation_of_TP53_Activity_through_Acetylation	0	1	0	5	6	0	0	0	0	0
Reduction_of_cytosolic_Ca++_levels	0	0	0	3	3	0	0	0	0	0
STING_mediated_induction_of_host_immune_responses	0	0	0	0	0	2	0	0	0	2
Regulation_of_insulin_secretion	0	6	0	17	23	2	2	0	0	4
TALDO1_deficiency:_failed_conversion_of_SH7P,_GA3P_to_Fru(6)P,_E4P	0	0	0	0	0	0	0	0	0	0
SUMO_is_conjugated_to_E1_(UBA2:SAE1)	0	0	0	9	9	1	3	0	0	4
PKA_activation_in_glucagon_signalling	0	3	0	7	10	0	0	0	0	0
Nuclear_Events_(kinase_and_transcription_factor_activation)	0	0	0	0	0	0	0	0	0	0
Neurotransmitter_release_cycle	0	0	0	0	0	0	0	0	0	0
Interleukin-1_family_signaling	0	0	0	0	0	0	0	0	0	0
Defective_GFPT1_causes_CMSTA1	0	0	0	0	0	0	0	0	0	0
Scavenging_by_Class_H_Receptors	0	4	0	0	4	0	0	0	0	0
PTK6_promotes_HIF1A_stabilization	0	1	0	3	4	0	0	0	0	0
Defective_SLC5A5_causes_thyroid_dyshormonogenesis_1_(TDH1)	0	0	0	0	0	0	0	0	0	0
Biosynthesis_of_DPA-derived_SPMs	0	0	0	0	0	0	0	0	0	0
Resolution_of_D-loop_Structures_through_Synthesis-Dependent_Strand_Annealing_(SDSA)	0	0	0	1	1	3	0	0	0	3
Transcription-Coupled_Nucleotide_Excision_Repair_(TC-NER)	0	0	0	1	1	0	0	0	0	0
Netrin_mediated_repulsion_signals	0	1	0	0	1	0	0	0	0	0
IRAK2_mediated_activation_of_TAK1_complex_upon_TLR7-8_or_9_stimulation	0	6	0	2	8	0	0	0	0	0
Activated_NTRK2_signals_through_PLCG1	0	1	0	4	5	0	0	0	0	0
Signalling_to_STAT3	0	0	0	1	1	0	1	0	0	1
Oxidative_Stress_Induced_Senescence	0	10	0	13	23	0	1	0	0	1
Adenylate_cyclase_activating_pathway	0	0	0	4	4	0	1	0	0	1
Association_of_TriC-CCT_with_target_proteins_during_biosynthesis	0	2	0	0	2	0	0	0	0	0
Scavenging_of_heme_from_plasma	0	4	0	0	4	0	0	0	0	0
Formation_of_the_beta-catenin:TCF_transactivating_complex	1	4	0	2	7	0	0	0	0	0
IRAK4_deficiency_(TLR2-4)	0	0	0	0	0	0	0	0	0	0
MyD88-independent_TLR4_cascade	0	2	0	0	2	0	0	0	0	0
CREB_phosphorylation_through_the_activation_of_CaMKII	0	0	0	3	3	0	0	0	0	0
Transmission_across_Electrical_Synapses	0	0	0	0	0	0	0	0	0	0
Nephrin_family_interactions	0	3	0	2	5	0	0	0	0	0
Deposition_of_new_CENPA-containing_nucleosomes_at_the_centromere	0	4	0	0	4	0	0	0	0	0
Cross-presentation_of_soluble_exogenous_antigens_(endosomes)	0	2	0	4	6	0	0	0	0	0
Defective_MGAT2_causes_MGAT2-CDG_(CDG-2a)	0	0	0	0	0	0	0	0	0	0
Degradation_of_cysteine_and_homocysteine	0	0	0	0	0	2	1	0	0	3
Synthesis_of_PIPs_at_the_ER_membrane	0	0	0	6	6	1	0	0	0	1
Signaling_by_FGFR2_fusions	0	0	0	0	0	0	0	0	0	0
Resolution_of_AP_sites_via_the_single-nucleotide_replacement_pathway	0	1	0	3	4	1	0	0	0	1
p130Cas_linkage_to_MAPK_signaling_for_integrins	0	0	0	2	2	0	0	0	0	0
Biosynthesis_of_DPAn-3-derived_maresins	0	0	0	0	0	2	0	0	0	2
Vpr-mediated_induction_of_apoptosis_by_mitochondrial_outer_membrane_permeabilization	0	1	0	0	1	0	0	0	0	0
Complex_I_biogenesis	0	5	0	0	5	0	0	0	0	0
Mitochondrial_transcription_termination	0	1	0	2	3	0	0	0	0	0
Signaling_by_Insulin_receptor	0	2	0	2	4	1	1	0	0	2
SUMOylation_of_DNA_damage_response_and_repair_proteins	0	0	0	22	22	0	21	0	0	21
Diseases_associated_with_glycosaminoglycan_metabolism	0	0	0	0	0	0	0	0	0	0
ERK1-ERK2_pathway	0	0	0	0	0	0	0	0	0	0
CLEC7A_(Dectin-1)_signaling	0	2	0	12	14	5	0	0	0	5
Toll_Like_Receptor_TLR1:TLR2_Cascade	0	2	0	0	2	0	0	0	0	0
GP1b-IX-V_activation_signalling	0	1	0	0	1	0	0	0	0	0
Neurotransmitter_receptors_and_postsynaptic_signal_transmission	0	0	0	2	2	0	0	0	0	0
Activation,_translocation_and_oligomerization_of_BAX	0	0	0	0	0	1	0	0	0	1
Keratan_sulfate_degradation	0	1	0	2	3	1	0	0	0	1
Synthesis_of_15-eicosatetraenoic_acid_derivatives	0	0	0	3	3	1	0	0	0	1
DNA_Repair	0	0	0	0	0	0	0	0	0	0
TICAM1-dependent_activation_of_IRF3-IRF7	0	4	0	4	8	0	0	0	0	0
Pre-NOTCH_Expression_and_Processing	0	0	0	0	0	0	0	0	0	0
Activation_of_TRKA_receptors	0	0	0	0	0	0	0	0	0	0
Hypusinylation	0	0	0	0	0	1	0	0	0	1
SLBP_independent_Processing_of_Histone_Pre-mRNAs	0	2	0	0	2	0	0	0	0	0
Beta_oxidation_of_palmitoyl-CoA_to_myristoyl-CoA	0	0	0	5	5	2	1	0	0	3
Molecules_associated_with_elastic_fibres	0	9	0	0	9	0	0	0	0	0
Peroxisomal_lipid_metabolism	0	1	0	0	1	1	0	0	0	1
The_role_of_GTSE1_in_G2-M_progression_after_G2_checkpoint	1	1	0	3	5	0	0	0	0	0
Interleukin-3,_Interleukin-5_and_GM-CSF_signaling	0	9	0	4	13	0	1	0	0	1
RNA_Polymerase_III_Transcription_Termination	0	2	0	2	4	0	0	0	0	0
Metabolism_of_RNA	0	0	0	0	0	0	0	0	0	0
Recycling_pathway_of_L1	0	6	0	2	8	0	3	0	0	3
Regulation_of_cortical_dendrite_branching	0	3	0	0	3	0	0	0	0	0
CDT1_association_with_the_CDC6:ORC:origin_complex	0	2	0	1	3	0	0	0	0	0
Regulation_of_PTEN_gene_transcription	1	16	0	1	18	0	6	0	0	6
S45_mutants_of_beta-catenin_aren't_phosphorylated	0	0	0	0	0	0	0	0	0	0
Negative_regulation_of_activity_of_TFAP2_(AP-2)_family_transcription_factors	0	1	0	6	7	0	3	0	0	3
TCF_dependent_signaling_in_response_to_WNT	1	8	0	1	10	0	0	0	0	0
Methylation_of_MeSeH_for_excretion	0	0	0	0	0	1	0	0	0	1
Activation_of_BMF_and_translocation_to_mitochondria	0	1	0	0	1	1	0	0	0	1
STAT6-mediated_induction_of_chemokines	1	1	0	1	3	0	0	0	0	0
Oncogene_Induced_Senescence	0	7	0	4	11	0	1	0	0	1
Pre-NOTCH_Processing_in_the_Endoplasmic_Reticulum	0	0	0	0	0	0	1	0	0	1
Regulation_of_TNFR1_signaling	0	8	0	5	13	0	1	0	0	1
Prefoldin_mediated_transfer_of_substrate_to_CCT-TriC	0	4	0	0	4	0	0	0	0	0
Beta-catenin_independent_WNT_signaling	0	0	0	0	0	0	0	0	0	0
GPVI-mediated_activation_cascade	0	19	0	18	37	1	5	0	0	6
MET_activates_RAP1_and_RAC1	0	2	0	3	5	0	2	0	0	2
Polymerase_switching	0	3	0	2	5	0	0	0	0	0
Synthesis_of_substrates_in_N-glycan_biosythesis	0	0	0	0	0	0	0	0	0	0
Threonine_catabolism	0	0	0	3	3	1	0	0	0	1
Gap_junction_trafficking_and_regulation	0	0	0	0	0	0	0	0	0	0
Beta-oxidation_of_pristanoyl-CoA	0	0	0	1	1	1	0	0	0	1
TGF-beta_receptor_signaling_activates_SMADs	0	3	0	5	8	1	2	0	0	3
Alternative_complement_activation	0	5	0	6	11	1	0	0	0	1
Platelet_homeostasis	0	1	0	1	2	0	0	0	0	0
Activation_of_kainate_receptors_upon_glutamate_binding	0	0	0	0	0	0	0	0	0	0
Uptake_and_actions_of_bacterial_toxins	0	0	0	0	0	0	0	0	0	0
Defective_Mismatch_Repair_Associated_With_PMS2	0	0	0	0	0	0	0	0	0	0
Toll_Like_Receptor_10_(TLR10)_Cascade	0	1	0	0	1	0	0	0	0	0
Histamine_receptors	0	4	0	0	4	0	0	0	0	0
PI5P,_PP2A_and_IER3_Regulate_PI3K-AKT_Signaling	0	21	0	11	32	3	0	0	0	3
Signalling_to_RAS	0	1	0	3	4	0	3	0	0	3
Antigen_activates_B_Cell_Receptor_(BCR)_leading_to_generation_of_second_messengers	0	16	0	22	38	3	3	0	0	6
Defective_PMM2_causes_PMM2-CDG_(CDG-1a)	0	0	0	0	0	0	0	0	0	0
TRAF6_mediated_IRF7_activation	3	7	0	1	11	1	0	0	0	1
Defective_ABCC9_causes_dilated_cardiomyopathy_10,_familial_atrial_fibrillation_12_and_hypertrichotic_osteochondrodysplasia	0	0	0	0	0	0	0	0	0	0
Regulation_of_RUNX2_expression_and_activity	0	15	0	10	25	0	5	0	0	5
MPS_II_-_Hunter_syndrome	0	0	0	0	0	0	0	0	0	0
Interconversion_of_2-oxoglutarate_and_2-hydroxyglutarate	0	0	0	0	0	1	0	0	0	1
Cleavage_of_the_damaged_purine	0	2	0	1	3	1	0	0	0	1
Stabilization_of_p53	1	10	0	8	19	0	4	0	0	4
Defective_GSS_causes_Glutathione_synthetase_deficiency_(GSS_deficiency)	0	0	0	0	0	0	0	0	0	0
RNA_Polymerase_II_Transcription_Termination	0	0	0	0	0	0	0	0	0	0
TFAP2A_acts_as_a_transcriptional_repressor_during_retinoic_acid_induced_cell_differentiation	0	4	0	0	4	0	0	0	0	0
Hyaluronan_uptake_and_degradation	1	2	0	3	6	1	0	0	0	1
Defective_UGT1A4_causes_hyperbilirubinemia	0	0	0	0	0	0	0	0	0	0
Digestion_and_absorption	0	0	0	0	0	0	0	0	0	0
TRAF3_deficiency_-_HSE	0	0	0	0	0	0	0	0	0	0
EPH-Ephrin_signaling	0	5	0	1	6	3	0	0	0	3
Defective_SLC36A2_causes_iminoglycinuria_(IG)_and_hyperglycinuria_(HG)	0	0	0	0	0	0	0	0	0	0
SUMO_E3_ligases_SUMOylate_target_proteins	0	0	0	0	0	0	0	0	0	0
eNOS_activation	0	3	0	4	7	2	0	0	0	2
Activation_of_APC-C_and_APC-C:Cdc20_mediated_degradation_of_mitotic_proteins	0	0	0	0	0	0	0	0	0	0
Cytochrome_c-mediated_apoptotic_response	0	0	0	0	0	0	0	0	0	0
FGFR1_ligand_binding_and_activation	0	0	0	0	0	0	0	0	0	0
Crosslinking_of_collagen_fibrils	0	3	0	2	5	0	0	0	0	0
Beta_oxidation_of_lauroyl-CoA_to_decanoyl-CoA-CoA	0	0	0	4	4	2	1	0	0	3
Chaperonin-mediated_protein_folding	0	0	0	0	0	0	0	0	0	0
Defective_Base_Excision_Repair_Associated_with_MUTYH	0	0	0	0	0	0	0	0	0	0
Regulation_of_commissural_axon_pathfinding_by_SLIT_and_ROBO	0	4	0	0	4	1	0	0	0	1
Pre-NOTCH_Transcription_and_Translation	0	14	0	1	15	0	5	0	0	5
Extension_of_Telomeres	0	0	0	0	0	0	0	0	0	0
Defective_SLC1A3_causes_episodic_ataxia_6_(EA6)	0	0	0	0	0	0	0	0	0	0
Toll_Like_Receptor_7-8_(TLR7-8)_Cascade	0	2	0	0	2	0	0	0	0	0
TNFR2_non-canonical_NF-kB_pathway	0	2	0	6	8	0	1	0	0	1
Defective_CYP11A1_causes_Adrenal_insufficiency,_congenital,_with_46,XY_sex_reversal_(AICSR)	0	0	0	0	0	0	0	0	0	0
p53-Dependent_G1-S_DNA_damage_checkpoint	0	0	0	0	0	0	0	0	0	0
Defective_CYP11B1_causes_Adrenal_hyperplasia_4_(AH4)	0	0	0	0	0	0	0	0	0	0
Uncoating_of_the_Influenza_Virion	0	1	0	1	2	0	0	0	0	0
Defective_C1GALT1C1_causes_Tn_polyagglutination_syndrome_(TNPS)	0	0	0	0	0	0	0	0	0	0
Carnitine_synthesis	0	0	0	1	1	1	0	0	0	1
HSP90_chaperone_cycle_for_SHRs	0	4	0	3	7	0	0	0	0	0
G_protein_gated_Potassium_channels	0	0	0	0	0	0	0	0	0	0
Formation_of_TC-NER_Pre-Incision_Complex	0	3	0	4	7	0	0	0	0	0
G_beta:gamma_signalling_through_PLC_beta	0	18	0	3	21	1	0	0	0	1
SCF-beta-TrCP_mediated_degradation_of_Emi1	0	1	0	4	5	0	0	0	0	0
TP53_Regulates_Transcription_of_Cell_Death_Genes	0	0	0	0	0	0	0	0	0	0
APC_truncation_mutants_have_impaired_AXIN_binding	0	0	0	0	0	0	0	0	0	0
Scavenging_by_Class_A_Receptors	0	10	0	0	10	0	0	0	0	0
Proton-coupled_monocarboxylate_transport	0	0	0	1	1	0	0	0	0	0
TICAM1_deficiency_-_HSE	0	0	0	0	0	0	0	0	0	0
Defective_TPR_may_confer_susceptibility_towards_thyroid_papillary_carcinoma_(TPC)	0	0	0	0	0	0	0	0	0	0
HDL_clearance	0	1	0	1	2	0	0	0	0	0
PIPs_transport_between_late_endosome_and_Golgi_membranes	0	0	0	2	2	2	0	0	0	2
PKA_activation	0	1	0	8	9	0	1	0	0	1
The_proton_buffering_model	0	0	0	4	4	3	1	0	0	4
Defective_SLC40A1_causes_hemochromatosis_4_(HFE4)_(macrophages)	0	0	0	0	0	0	0	0	0	0
Interaction_With_The_Zona_Pellucida	0	1	0	0	1	0	0	0	0	0
Cytokine_Signaling_in_Immune_system	0	0	0	0	0	0	0	0	0	0
Defective_SLC22A5_causes_systemic_primary_carnitine_deficiency_(CDSP)	0	0	0	0	0	0	0	0	0	0
Prolonged_ERK_activation_events	0	0	0	0	0	0	0	0	0	0
Kinesins	0	7	0	0	7	0	0	0	0	0
Loss_of_Function_of_SMAD4_in_Cancer	0	0	0	0	0	0	0	0	0	0
MAPK6-MAPK4_signaling	2	7	0	17	26	0	10	0	0	10
Regulation_of_innate_immune_responses_to_cytosolic_DNA	0	3	0	3	6	0	0	0	0	0
Fc_epsilon_receptor_(FCERI)_signaling	0	2	0	3	5	0	0	0	0	0
Synthesis_of_active_ubiquitin:_roles_of_E1_and_E2_enzymes	0	5	0	8	13	1	0	0	0	1
Metabolism_of_ingested_SeMet,_Sec,_MeSec_into_H2Se	0	0	0	1	1	1	0	0	0	1
SUMOylation_of_transcription_cofactors	0	0	0	24	24	0	25	0	0	25
Erythropoietin_activates_Phosphoinositide-3-kinase_(PI3K)	0	3	0	4	7	0	1	0	0	1
TGF-beta_receptor_signaling_in_EMT_(epithelial_to_mesenchymal_transition)	0	3	0	0	3	0	0	0	0	0
Myoclonic_epilepsy_of_Lafora	0	0	0	0	0	0	0	0	0	0
Negative_regulation_of_the_PI3K-AKT_network	0	1	0	7	8	0	0	0	0	0
Nucleotide_Excision_Repair	0	0	0	0	0	0	0	0	0	0
Interleukin-12_family_signaling	0	0	0	0	0	0	0	0	0	0
Translesion_synthesis_by_Y_family_DNA_polymerases_bypasses_lesions_on_DNA_template	0	0	0	0	0	0	0	0	0	0
Phase_4_-_resting_membrane_potential	0	0	0	2	2	0	0	0	0	0
Viral_mRNA_Translation	0	0	0	0	0	0	0	0	0	0
Metabolism_of_nitric_oxide	0	0	0	0	0	0	0	0	0	0
MPS_IIIC_-_Sanfilippo_syndrome_C	0	0	0	0	0	0	0	0	0	0
Immune_System	0	0	0	0	0	0	0	0	0	0
Downstream_signal_transduction	0	9	0	8	17	0	2	0	0	2
Mitophagy	0	0	0	0	0	0	0	0	0	0
MECP2_regulates_transcription_factors	0	5	0	0	5	0	0	0	0	0
Activated_NTRK3_signals_through_PLCG1	0	1	0	1	2	0	0	0	0	0
